processed_msg,freq,is_ngram
at our casino we are using a random number,4,8
at our casino we are using a random number generator,4,9
at our casino we are using a random number generator rng,4,10
at our casino we are using a random number generator rng this,4,11
at our casino we are using a random number generator rng this function,4,12
at our casino we are using a random number generator rng this function uses,4,13
at our casino we are using a random number generator rng this function uses a,4,14
at our casino we are using a random number generator rng this function uses a cycling,4,15
at our casino we are using a random number generator rng this function uses a cycling random,4,16
at our casino we are using a random number generator rng this function uses a cycling random generator,4,17
at our casino we are using a random number generator rng this function uses a cycling random generator which,4,18
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures,4,19
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning,4,20
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning sequences,4,21
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning sequences are,4,22
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning sequences are purely,4,23
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning sequences are purely left,4,24
at our casino we are using a random number generator rng this function uses a cycling random generator which ensures winning sequences are purely left to,4,25
